planned_budget,planned_duration,team_size,technical_complexity,stakeholder_count,methodology,project_type,risk_level
3000000,4,14,3,1,Waterfall,AI/ML,low
4000000,6,29,3,5,Spiral,Enterprise Software,medium
1000000,6,30,6,4,Waterfall,Cybersecurity,high
3000000,4,41,4,20,Spiral,Data Analytics,high
2000000,6,29,5,8,Agile,Cybersecurity,low
2000000,6,43,10,8,Waterfall,Data Analytics,high
3000000,4,17,8,6,Agile,IoT,medium
5000000,6,15,4,15,Waterfall,DevOps,medium
3000000,4,28,5,2,Agile,Web Development,low
5000000,6,21,3,3,Spiral,Cloud Migration,medium
1000000,6,47,4,6,Iterative,Enterprise Software,high
5000000,6,17,1,7,Agile,Enterprise Software,low
2000000,6,19,10,15,Agile,Mobile App,medium
4000000,6,7,1,17,Spiral,IoT,low
2000000,4,40,5,8,Agile,Blockchain,high
3000000,6,7,6,5,V-Model,Cloud Migration,low
4000000,6,49,3,15,Waterfall,AI/ML,high
4000000,4,6,6,11,Iterative,DevOps,low
5000000,6,14,8,16,Iterative,DevOps,low
1000000,6,30,4,14,Agile,Cloud Migration,medium
3000000,4,21,7,4,Iterative,Blockchain,low
3000000,6,22,3,17,Agile,IoT,low
1000000,6,34,10,3,Agile,Enterprise Software,medium
4000000,6,45,10,17,Agile,Cybersecurity,high
5000000,6,49,5,15,Prototyping,Mobile App,high
2000000,4,8,7,6,Waterfall,DevOps,low
3000000,4,27,2,8,Agile,Web Development,medium
1000000,4,9,7,13,Spiral,Web Development,low
4000000,4,43,3,14,Spiral,Blockchain,high
2000000,6,20,9,1,Agile,Enterprise Software,medium
2000000,4,19,5,20,Waterfall,IoT,medium
3000000,4,29,5,4,Agile,AI/ML,medium
2000000,6,7,8,11,Waterfall,AI/ML,low
3000000,4,24,8,20,Agile,Enterprise Software,medium
5000000,4,29,9,19,Agile,Data Analytics,high
3000000,4,11,10,19,Spiral,AI/ML,medium
2000000,6,33,4,18,Agile,Cloud Migration,low
4000000,6,7,2,5,Waterfall,Cloud Migration,low
5000000,4,42,3,10,Agile,Enterprise Software,high
3000000,4,43,2,18,Agile,Mobile App,high
4000000,6,49,7,10,Agile,Blockchain,high
5000000,4,18,3,20,Iterative,AI/ML,low
3000000,4,14,5,10,Agile,Mobile App,low
5000000,4,14,4,11,Waterfall,Data Analytics,low
3000000,4,40,8,12,Waterfall,Mobile App,high
2000000,6,46,3,12,Agile,Blockchain,medium
3000000,4,31,10,15,Agile,AI/ML,high
5000000,4,29,2,12,V-Model,Web Development,medium
4000000,4,41,5,15,Waterfall,Blockchain,high
4000000,6,11,7,16,Agile,Data Analytics,low
2000000,6,34,7,8,Iterative,DevOps,high
1000000,4,42,2,16,Iterative,Enterprise Software,medium
4000000,6,35,5,15,V-Model,Cybersecurity,high
3000000,4,12,4,8,Waterfall,Cloud Migration,low
3000000,4,46,1,3,Waterfall,Cloud Migration,high
2000000,6,40,3,7,Waterfall,DevOps,high
3000000,6,17,1,9,Spiral,Enterprise Software,low
1000000,6,10,5,5,Iterative,Enterprise Software,low
5000000,4,44,9,12,Agile,DevOps,high
3000000,4,23,9,2,Spiral,DevOps,high
2000000,6,38,6,6,Agile,Cloud Migration,high
3000000,6,38,3,9,Waterfall,Cybersecurity,high
1000000,6,47,7,8,Spiral,Blockchain,high
5000000,6,46,4,3,Iterative,AI/ML,high
3000000,6,18,3,2,Agile,Cybersecurity,low
4000000,6,20,3,1,Waterfall,Cloud Migration,medium
4000000,6,9,9,6,Spiral,Cybersecurity,low
3000000,4,42,4,19,Agile,Web Development,high
3000000,4,7,3,7,Waterfall,Data Analytics,low
3000000,6,33,5,1,Spiral,DevOps,medium
5000000,6,22,4,7,Waterfall,Data Analytics,medium
5000000,4,44,5,11,Agile,DevOps,high
3000000,6,35,1,17,Iterative,DevOps,medium
5000000,4,6,4,6,Iterative,DevOps,low
2000000,6,49,7,5,Spiral,Web Development,high
1000000,6,16,8,17,V-Model,Data Analytics,medium
2000000,6,42,7,11,Iterative,Data Analytics,high
5000000,6,12,5,17,Waterfall,Web Development,low
1000000,4,16,9,8,Waterfall,IoT,high
1000000,6,14,3,15,Prototyping,Enterprise Software,low
4000000,4,6,8,7,Agile,DevOps,low
5000000,4,11,8,19,Spiral,AI/ML,low
2000000,4,10,6,9,Iterative,AI/ML,low
1000000,4,16,5,3,Agile,Data Analytics,low
2000000,6,14,6,15,Agile,Enterprise Software,low
5000000,4,37,8,9,Waterfall,Data Analytics,high
3000000,6,44,6,6,V-Model,IoT,high
2000000,4,46,2,6,Waterfall,IoT,high
2000000,6,15,4,15,Agile,Cloud Migration,low
4000000,6,5,4,13,Prototyping,Cybersecurity,low
5000000,6,49,7,8,Spiral,DevOps,high
3000000,6,37,3,15,Spiral,DevOps,high
2000000,4,28,9,9,Waterfall,Cloud Migration,high
5000000,6,11,4,8,Agile,Enterprise Software,low
2000000,6,39,6,17,Spiral,Mobile App,high
5000000,4,19,10,15,Agile,Web Development,low
3000000,4,46,9,15,Iterative,Enterprise Software,high
4000000,6,30,5,12,Iterative,Enterprise Software,low
4000000,6,31,1,6,Agile,Blockchain,low
1000000,4,44,10,19,Agile,Cloud Migration,high
2000000,4,16,3,7,Prototyping,Web Development,low
4000000,6,18,6,4,Agile,Cloud Migration,low
2000000,4,49,4,10,Waterfall,IoT,high
5000000,6,25,4,9,Spiral,Enterprise Software,medium
3000000,4,11,5,12,Agile,Enterprise Software,low
4000000,4,36,9,6,Agile,Cloud Migration,medium
5000000,4,6,4,7,Spiral,Cybersecurity,low
4000000,4,19,4,19,Agile,AI/ML,low
4000000,4,40,10,14,Spiral,DevOps,high
3000000,4,35,10,11,Iterative,Cybersecurity,medium
5000000,4,31,1,3,Spiral,Cybersecurity,medium
2000000,4,28,1,8,Agile,DevOps,low
2000000,4,6,2,14,Iterative,Web Development,low
3000000,6,7,1,10,Agile,Cybersecurity,low
1000000,4,9,6,15,Waterfall,Web Development,medium
4000000,6,11,5,4,V-Model,Enterprise Software,medium
3000000,6,28,1,12,Agile,Blockchain,medium
1000000,6,27,4,16,V-Model,IoT,medium
4000000,6,27,4,18,Waterfall,Cybersecurity,high
2000000,4,24,9,2,V-Model,Blockchain,high
2000000,4,18,5,8,Agile,Enterprise Software,low
2000000,4,41,10,16,Waterfall,Mobile App,high
4000000,4,14,9,6,Iterative,Mobile App,low
5000000,6,46,2,12,Waterfall,Web Development,high
1000000,4,45,2,8,Agile,Web Development,high
5000000,6,40,7,11,Prototyping,Data Analytics,medium
5000000,4,6,9,9,Waterfall,Data Analytics,medium
4000000,4,45,6,6,Waterfall,Enterprise Software,high
5000000,4,5,5,2,Waterfall,Blockchain,low
5000000,4,36,8,17,Iterative,Web Development,high
2000000,4,14,2,5,Iterative,Data Analytics,low
3000000,4,43,6,10,Waterfall,Mobile App,high
4000000,6,14,4,4,Waterfall,Blockchain,medium
4000000,4,10,7,3,Agile,Enterprise Software,low
2000000,4,23,2,18,Waterfall,Enterprise Software,medium
5000000,4,16,1,12,Agile,Data Analytics,low
5000000,4,47,5,19,Waterfall,Mobile App,high
3000000,6,32,10,10,V-Model,IoT,high
3000000,6,22,2,11,Agile,Cybersecurity,low
2000000,6,19,9,19,Waterfall,Blockchain,high
1000000,6,33,1,3,Agile,Web Development,low
3000000,6,40,3,1,Agile,IoT,medium
1000000,4,13,3,19,Prototyping,Data Analytics,low
1000000,6,31,8,1,Agile,IoT,medium
2000000,4,42,10,3,Spiral,Enterprise Software,high
4000000,6,7,3,13,Prototyping,DevOps,low
5000000,6,6,10,10,Prototyping,Mobile App,low
1000000,6,45,7,9,V-Model,Mobile App,high
3000000,4,7,5,10,Agile,AI/ML,low
5000000,4,15,3,13,V-Model,Enterprise Software,low
5000000,4,19,4,6,Agile,Cybersecurity,low
3000000,6,32,3,5,V-Model,AI/ML,medium
4000000,4,43,10,7,Agile,Cloud Migration,high
4000000,6,15,1,18,Iterative,DevOps,low
5000000,4,13,10,3,V-Model,Enterprise Software,medium
4000000,4,36,7,16,Prototyping,Cybersecurity,medium
3000000,4,28,3,7,Agile,AI/ML,low
2000000,6,45,3,7,Waterfall,Data Analytics,high
2000000,6,44,10,9,Waterfall,Data Analytics,high
1000000,4,38,9,2,Agile,Cloud Migration,high
2000000,6,21,8,11,Waterfall,AI/ML,high
2000000,6,31,2,15,Agile,Cloud Migration,medium
1000000,6,44,1,9,Spiral,Cybersecurity,high
3000000,4,33,6,15,Waterfall,Mobile App,medium
2000000,6,21,7,20,Waterfall,Data Analytics,high
2000000,6,40,4,9,Spiral,DevOps,high
1000000,6,42,1,20,Iterative,Web Development,high
2000000,4,10,4,10,Agile,Web Development,low
3000000,4,49,1,3,Waterfall,Cybersecurity,high
2000000,6,12,7,15,Spiral,Data Analytics,low
1000000,6,16,9,1,Prototyping,Data Analytics,low
5000000,4,29,6,14,Waterfall,DevOps,high
3000000,6,33,6,8,Agile,Web Development,medium
1000000,6,7,7,16,Spiral,DevOps,medium
2000000,6,22,9,15,Waterfall,Web Development,high
5000000,4,19,10,16,Waterfall,Blockchain,high
3000000,6,32,6,3,Iterative,Mobile App,medium
1000000,4,7,8,9,Agile,Web Development,low
4000000,4,37,4,4,Waterfall,IoT,medium
4000000,6,39,4,17,Agile,Enterprise Software,medium
3000000,4,32,9,15,Prototyping,Web Development,medium
1000000,4,12,3,6,Agile,Enterprise Software,low
2000000,6,12,3,3,Waterfall,Enterprise Software,low
1000000,4,42,3,2,Spiral,IoT,high
4000000,6,40,1,9,Spiral,Cloud Migration,high
4000000,6,9,9,20,Prototyping,Blockchain,medium
3000000,6,44,9,15,Agile,AI/ML,high
4000000,4,40,9,13,Spiral,AI/ML,high
4000000,4,37,5,19,Waterfall,Enterprise Software,medium
3000000,6,24,6,4,Agile,Cybersecurity,medium
1000000,4,32,8,20,Iterative,Enterprise Software,medium
3000000,6,45,3,7,Spiral,IoT,high
1000000,4,9,9,9,V-Model,Cybersecurity,medium
4000000,6,11,10,7,Iterative,Blockchain,medium
3000000,6,45,2,20,Agile,Blockchain,high
2000000,6,15,10,2,Agile,Cloud Migration,medium
2000000,6,28,2,11,Agile,Enterprise Software,low
5000000,6,17,2,12,Agile,Web Development,low
4000000,4,28,4,9,Iterative,Mobile App,low
4000000,4,26,4,17,Agile,DevOps,low
1000000,6,47,2,6,Spiral,Cybersecurity,high
5000000,6,29,4,17,Agile,AI/ML,medium
1000000,4,38,3,18,Spiral,IoT,high
2000000,6,29,8,16,Waterfall,Cybersecurity,medium
5000000,4,37,2,20,Waterfall,IoT,high
2000000,6,17,4,6,Spiral,Enterprise Software,low
2000000,6,32,9,9,Waterfall,Blockchain,high
3000000,6,17,2,12,Agile,AI/ML,low
3000000,4,28,3,13,Spiral,Cloud Migration,medium
5000000,6,16,3,20,V-Model,Mobile App,low
2000000,4,23,7,13,Iterative,Data Analytics,low
2000000,6,6,10,16,Agile,Enterprise Software,low
1000000,6,15,9,13,Spiral,Mobile App,medium
4000000,6,44,5,13,Agile,DevOps,medium
2000000,6,7,10,20,Spiral,Web Development,medium
4000000,6,20,4,12,Iterative,IoT,low
5000000,4,25,5,8,V-Model,DevOps,medium
2000000,4,35,5,8,Spiral,Enterprise Software,high
1000000,4,16,3,8,Prototyping,Mobile App,low
3000000,4,23,1,1,Agile,Mobile App,low
4000000,6,37,5,19,Spiral,IoT,high
3000000,6,46,3,8,Agile,IoT,medium
3000000,4,37,4,12,Agile,DevOps,medium
3000000,6,13,10,2,Iterative,Cloud Migration,medium
4000000,4,49,8,7,Agile,Data Analytics,high
4000000,4,26,10,17,Agile,IoT,medium
1000000,6,18,5,9,Waterfall,IoT,medium
2000000,6,16,3,19,Iterative,Data Analytics,low
1000000,6,33,7,5,Agile,Enterprise Software,medium
4000000,4,9,5,9,Waterfall,DevOps,medium
1000000,6,24,2,2,Agile,Blockchain,low
2000000,6,43,9,20,Waterfall,Enterprise Software,high
1000000,6,11,2,12,Agile,Blockchain,low
4000000,6,5,5,14,Agile,Web Development,low
5000000,4,17,10,7,Waterfall,Enterprise Software,high
3000000,4,36,8,14,Iterative,Cybersecurity,high
3000000,6,49,4,7,Agile,Data Analytics,high
4000000,4,31,2,16,Agile,AI/ML,medium
1000000,4,47,7,17,Iterative,Cloud Migration,high
5000000,6,11,4,8,Waterfall,Enterprise Software,low
3000000,6,17,2,1,Agile,AI/ML,low
3000000,4,38,1,7,Waterfall,Web Development,high
1000000,4,48,7,7,Spiral,Web Development,high
2000000,4,27,4,4,Waterfall,IoT,medium
3000000,4,47,6,17,Agile,Mobile App,high
2000000,4,29,1,16,Agile,Mobile App,medium
4000000,6,18,2,11,Iterative,Web Development,low
3000000,6,19,9,9,Waterfall,IoT,medium
5000000,6,27,9,2,Agile,IoT,high
3000000,4,18,6,13,Prototyping,Mobile App,low
4000000,4,49,5,2,Spiral,Enterprise Software,high
1000000,4,42,8,8,Agile,Cloud Migration,high
2000000,6,17,4,8,Agile,Data Analytics,low
4000000,6,47,6,3,Waterfall,Blockchain,high
3000000,6,8,9,4,Waterfall,Mobile App,medium
4000000,4,21,7,17,Agile,DevOps,medium
3000000,6,42,5,9,Iterative,Blockchain,high
1000000,6,19,9,20,V-Model,Web Development,high
2000000,4,19,5,4,Agile,AI/ML,low
5000000,6,20,2,2,Waterfall,IoT,medium
4000000,6,26,8,16,Waterfall,AI/ML,high
2000000,6,30,4,4,Agile,AI/ML,low
1000000,6,11,6,4,Agile,Web Development,low
4000000,6,36,2,13,Agile,AI/ML,medium
4000000,4,30,4,17,Waterfall,Enterprise Software,medium
3000000,6,29,3,2,Iterative,Blockchain,medium
1000000,6,27,4,18,Spiral,AI/ML,medium
1000000,6,18,8,17,Agile,Cloud Migration,low
1000000,6,14,3,17,Prototyping,Mobile App,low
2000000,6,17,3,10,Spiral,Cloud Migration,low
2000000,6,27,4,5,Agile,Blockchain,medium
2000000,4,18,3,3,Agile,Web Development,low
2000000,6,40,6,17,Agile,Data Analytics,medium
1000000,6,21,2,18,Agile,AI/ML,low
1000000,4,10,10,5,Agile,IoT,low
3000000,6,46,3,15,Agile,Blockchain,high
1000000,6,17,10,9,Waterfall,Data Analytics,medium
3000000,6,27,1,15,Waterfall,DevOps,medium
1000000,4,34,1,5,Agile,Web Development,high
5000000,4,10,1,16,Iterative,Web Development,low
2000000,4,47,1,12,Agile,Web Development,medium
3000000,6,46,4,2,Spiral,Data Analytics,high
5000000,4,5,1,13,Waterfall,Web Development,low
3000000,4,28,1,12,Waterfall,Cloud Migration,medium
1000000,4,23,3,10,Agile,AI/ML,low
1000000,6,37,4,2,Spiral,Mobile App,high
5000000,4,18,6,15,V-Model,Mobile App,medium
1000000,6,24,7,6,Waterfall,Cybersecurity,high
5000000,6,36,8,14,Agile,DevOps,medium
3000000,4,44,2,4,Spiral,Web Development,high
3000000,6,10,1,10,V-Model,Cybersecurity,low
4000000,6,28,8,15,Agile,Mobile App,medium
1000000,4,33,6,18,Spiral,Web Development,high
1000000,4,31,3,9,V-Model,Blockchain,high
3000000,4,38,4,20,Prototyping,AI/ML,medium
4000000,6,21,9,4,Spiral,Web Development,high
1000000,6,24,10,4,Agile,Cybersecurity,medium
3000000,6,40,2,9,Waterfall,Enterprise Software,medium
3000000,6,30,8,16,Agile,Web Development,medium
5000000,6,19,8,3,Spiral,Enterprise Software,medium
1000000,4,26,6,9,Iterative,Blockchain,medium
3000000,6,30,4,19,Prototyping,Cybersecurity,medium
4000000,4,15,10,9,Agile,DevOps,medium
4000000,6,18,3,20,Agile,Cloud Migration,low
1000000,6,11,6,16,Spiral,IoT,low
3000000,6,27,10,3,Waterfall,Web Development,high
4000000,4,21,10,14,V-Model,Mobile App,high
3000000,6,21,9,4,Agile,Enterprise Software,medium
2000000,4,7,4,5,Agile,Enterprise Software,low
2000000,4,46,4,9,Waterfall,Blockchain,high
1000000,6,30,7,19,Agile,Data Analytics,medium
2000000,6,44,3,17,Agile,Blockchain,medium
1000000,4,42,1,19,Spiral,Data Analytics,medium
3000000,6,22,1,18,Spiral,AI/ML,low
3000000,4,41,4,3,Waterfall,IoT,high
1000000,4,31,10,12,V-Model,IoT,high
5000000,4,10,2,6,Waterfall,Cloud Migration,low
3000000,6,5,4,9,Agile,Mobile App,low
4000000,6,27,8,1,Prototyping,Mobile App,medium
5000000,4,49,2,7,Spiral,Web Development,high
5000000,4,8,8,18,Spiral,Data Analytics,medium
4000000,4,28,8,16,Prototyping,Blockchain,medium
2000000,6,39,10,11,Iterative,AI/ML,high
3000000,4,42,2,15,Waterfall,Cybersecurity,high
3000000,4,7,5,6,Agile,Cybersecurity,low
1000000,6,28,4,19,Spiral,Web Development,high
2000000,4,32,10,13,Agile,Enterprise Software,high
4000000,4,15,9,14,Spiral,DevOps,medium
2000000,6,7,10,5,Agile,DevOps,low
5000000,6,29,2,19,Agile,Blockchain,medium
5000000,6,13,1,15,Agile,Cybersecurity,low
2000000,6,14,7,19,Agile,AI/ML,low
4000000,6,6,1,8,Spiral,DevOps,low
2000000,4,46,2,9,Iterative,AI/ML,high
4000000,6,27,7,14,Spiral,DevOps,medium
1000000,4,39,4,4,Spiral,AI/ML,high
5000000,4,47,4,6,Agile,DevOps,high
3000000,6,8,6,12,Spiral,Enterprise Software,low
2000000,6,31,2,18,Iterative,Cloud Migration,low
5000000,6,42,5,15,Agile,Cybersecurity,medium
1000000,6,39,5,15,Agile,Enterprise Software,medium
3000000,4,21,7,4,Spiral,Blockchain,medium
3000000,6,9,9,12,Agile,DevOps,low
1000000,6,35,5,16,Agile,Mobile App,high
4000000,6,41,3,20,Waterfall,IoT,high
3000000,6,21,10,19,Waterfall,AI/ML,medium
4000000,4,44,4,16,Agile,AI/ML,medium
2000000,4,18,9,5,Agile,Web Development,low
2000000,4,17,2,1,Iterative,DevOps,low
5000000,4,13,1,16,V-Model,Data Analytics,low
3000000,6,35,1,20,Iterative,Web Development,low
4000000,4,13,3,4,Iterative,Blockchain,low
2000000,4,25,5,5,Spiral,Mobile App,medium
3000000,6,9,1,2,Iterative,Enterprise Software,low
2000000,4,46,7,19,Agile,DevOps,high
5000000,6,35,7,8,Iterative,Data Analytics,high
4000000,6,30,5,2,Iterative,DevOps,medium
2000000,4,13,5,6,Waterfall,DevOps,low
3000000,6,36,3,10,Agile,Cybersecurity,medium
3000000,4,37,5,1,Agile,Blockchain,medium
4000000,6,13,5,6,Spiral,DevOps,medium
4000000,4,29,5,7,Agile,IoT,medium
1000000,4,46,9,5,V-Model,Cybersecurity,high
5000000,4,13,2,14,Waterfall,Cloud Migration,low
4000000,6,46,1,9,Spiral,Enterprise Software,high
3000000,4,10,2,2,Spiral,Web Development,low
2000000,6,21,9,18,Waterfall,Blockchain,high
4000000,4,31,7,15,Agile,IoT,medium
1000000,6,39,7,7,Spiral,DevOps,high
3000000,4,40,9,18,Agile,AI/ML,high
5000000,6,24,5,10,Spiral,IoT,medium
2000000,4,17,2,2,Waterfall,Cloud Migration,medium
5000000,6,36,5,6,Agile,DevOps,high
1000000,4,33,10,16,Spiral,Web Development,high
2000000,6,38,1,15,Iterative,Cloud Migration,medium
5000000,4,34,7,4,Waterfall,Enterprise Software,medium
4000000,6,5,7,9,Prototyping,Data Analytics,low
3000000,4,44,8,1,Waterfall,Cybersecurity,high
5000000,6,5,7,6,V-Model,Cybersecurity,low
1000000,4,25,7,5,Spiral,Blockchain,medium
4000000,6,23,6,6,Agile,Blockchain,medium
2000000,4,9,6,6,Waterfall,Cloud Migration,low
3000000,4,30,9,4,Agile,Cloud Migration,high
2000000,6,17,9,1,Spiral,Data Analytics,high
5000000,4,11,5,7,Waterfall,Data Analytics,low
5000000,6,46,7,19,V-Model,Cloud Migration,high
3000000,4,23,4,7,Waterfall,Mobile App,medium
4000000,6,12,6,17,V-Model,Cybersecurity,low
1000000,6,48,3,6,Agile,IoT,high
2000000,4,49,9,18,Prototyping,DevOps,high
5000000,4,23,10,4,Prototyping,AI/ML,low
4000000,4,13,6,14,V-Model,Cloud Migration,medium
4000000,4,28,10,10,Agile,IoT,medium
5000000,4,48,4,11,Agile,Mobile App,high
5000000,6,34,10,1,Agile,Data Analytics,high
3000000,6,5,8,8,Waterfall,Cybersecurity,low
2000000,6,27,1,20,Agile,Data Analytics,low
5000000,6,45,8,4,Iterative,Cybersecurity,medium
1000000,4,47,5,17,Waterfall,Blockchain,high
3000000,6,23,6,13,Agile,Cybersecurity,medium
5000000,6,5,6,3,Spiral,Blockchain,low
2000000,6,35,8,5,Iterative,Enterprise Software,high
3000000,4,39,4,7,Agile,Cybersecurity,medium
5000000,6,38,10,1,Iterative,Blockchain,high
2000000,6,18,2,4,Waterfall,Web Development,low
1000000,4,20,6,13,Waterfall,DevOps,high
5000000,6,6,8,15,Waterfall,DevOps,low
5000000,6,28,8,4,Iterative,AI/ML,medium
1000000,4,5,6,2,Agile,IoT,low
2000000,4,5,5,3,Agile,IoT,low
4000000,4,44,6,9,Spiral,IoT,high
5000000,6,30,7,12,Agile,Enterprise Software,medium
2000000,6,28,5,4,Waterfall,Cybersecurity,high
3000000,6,43,1,9,Iterative,IoT,high
2000000,6,39,1,2,Waterfall,Mobile App,high
4000000,4,20,8,6,Agile,Data Analytics,medium
3000000,4,35,10,7,Agile,Mobile App,high
3000000,6,17,3,2,Agile,Enterprise Software,medium
1000000,6,15,10,9,Agile,IoT,medium
1000000,4,8,10,15,V-Model,Blockchain,low
4000000,4,11,9,18,Spiral,Cloud Migration,medium
2000000,4,26,9,19,Spiral,Web Development,medium
1000000,4,24,4,8,Spiral,Cloud Migration,medium
1000000,4,14,5,11,Iterative,DevOps,low
1000000,6,42,7,10,Iterative,IoT,high
2000000,4,25,3,1,V-Model,Cybersecurity,medium
1000000,6,29,10,2,Agile,Cloud Migration,medium
4000000,6,31,10,4,Spiral,Cybersecurity,high
4000000,4,17,6,3,Agile,IoT,low
5000000,4,11,6,20,Agile,AI/ML,low
2000000,4,22,3,12,Agile,Data Analytics,medium
4000000,6,29,6,4,V-Model,Cloud Migration,medium
4000000,6,26,3,16,Agile,Web Development,low
5000000,4,41,8,11,Agile,IoT,high
1000000,6,49,10,15,Waterfall,AI/ML,high
3000000,6,23,8,9,Agile,Enterprise Software,low
5000000,6,26,7,1,Agile,Enterprise Software,medium
2000000,4,11,4,4,Iterative,Blockchain,low
4000000,4,8,8,6,Waterfall,Web Development,medium
1000000,6,47,8,1,Iterative,Cloud Migration,high
4000000,6,49,2,15,Spiral,DevOps,high
4000000,4,29,10,13,Agile,Blockchain,high
5000000,4,25,5,9,Iterative,Mobile App,low
5000000,4,32,8,8,Waterfall,AI/ML,medium
3000000,4,31,3,1,Waterfall,Cybersecurity,medium
4000000,6,10,5,5,Iterative,DevOps,low
2000000,4,21,8,7,Agile,Mobile App,low
5000000,4,36,9,11,Spiral,Cybersecurity,high
3000000,6,12,8,2,Waterfall,DevOps,medium
1000000,4,17,1,2,Iterative,IoT,low
4000000,6,22,4,19,Agile,Cybersecurity,low
4000000,6,36,6,4,Agile,DevOps,medium
3000000,4,19,2,15,Agile,Mobile App,low
3000000,6,11,5,17,Agile,Blockchain,low
4000000,4,40,5,3,Spiral,Data Analytics,high
3000000,6,40,1,2,Agile,Cybersecurity,medium
2000000,6,47,4,13,Spiral,Enterprise Software,high
5000000,4,34,3,1,Waterfall,Enterprise Software,medium
2000000,6,9,4,7,Waterfall,Enterprise Software,medium
4000000,6,8,1,8,Iterative,Cloud Migration,low
5000000,6,24,5,18,Agile,Blockchain,low
3000000,4,16,9,12,Iterative,IoT,low
1000000,4,8,7,6,Waterfall,Cloud Migration,low
2000000,6,41,2,12,Iterative,DevOps,medium
3000000,4,25,6,16,Spiral,Web Development,medium
3000000,4,19,8,7,Iterative,Mobile App,low
4000000,4,16,9,13,Waterfall,IoT,medium
2000000,4,20,9,5,Spiral,IoT,medium
4000000,6,49,4,10,Agile,Cloud Migration,medium
1000000,6,35,4,10,V-Model,Web Development,high
5000000,6,29,9,5,Waterfall,Enterprise Software,high
1000000,6,16,7,2,Waterfall,Mobile App,medium
5000000,6,17,1,8,Agile,Enterprise Software,low
3000000,6,11,9,5,Agile,AI/ML,low
1000000,6,26,5,4,Iterative,AI/ML,medium
5000000,4,25,3,11,Waterfall,Web Development,medium
1000000,4,41,2,2,Waterfall,Cloud Migration,high
3000000,4,38,1,19,Waterfall,Cloud Migration,medium
4000000,6,19,5,4,Waterfall,IoT,medium
4000000,6,30,3,18,Spiral,DevOps,high
3000000,4,21,7,7,Agile,Cybersecurity,medium
1000000,4,37,10,14,Spiral,Blockchain,high
5000000,4,14,10,12,Iterative,Data Analytics,low
1000000,4,7,10,5,Prototyping,Enterprise Software,low
4000000,4,47,1,1,Waterfall,Data Analytics,high
5000000,4,40,9,20,Agile,AI/ML,high
3000000,6,47,4,19,Agile,Blockchain,high
1000000,6,34,8,4,Agile,Data Analytics,medium
2000000,6,13,1,5,Waterfall,Data Analytics,low
1000000,4,20,10,16,Spiral,Cloud Migration,medium
4000000,6,40,1,20,Spiral,Cloud Migration,high
1000000,6,7,1,5,Agile,IoT,low
4000000,6,37,5,2,Agile,AI/ML,medium
3000000,4,28,9,17,Iterative,AI/ML,high
3000000,6,5,4,12,Waterfall,Enterprise Software,low
3000000,6,27,9,19,Iterative,DevOps,medium
5000000,6,36,6,4,Agile,Cybersecurity,medium
1000000,4,12,6,6,Iterative,Blockchain,low
1000000,6,23,3,14,Agile,IoT,low
4000000,4,22,2,16,Agile,IoT,low
5000000,4,29,8,13,Iterative,Blockchain,medium
5000000,6,37,4,6,V-Model,Cloud Migration,high
3000000,4,46,8,10,Agile,IoT,high
